date,time,size,r_version,r_arch,r_os,package,version,country,ip_id
2021-10-31,18:40:16,367732,4.0.5,x86_64,mingw32,gtools,3.9.2,CA,273
2021-10-31,18:40:16,1264423,4.0.5,x86_64,mingw32,gdata,2.18.0,CA,273
2021-10-31,18:40:16,114505,4.0.5,x86_64,mingw32,gmodels,2.18.1,CA,273
2021-10-31,18:40:19,1023728,4.0.5,x86_64,mingw32,e1071,1.7-9,CA,273
2021-10-31,18:40:07,47001,3.5.3,x86_64,linux-gnu,log4r,0.4.1,US,380
2021-10-31,18:40:13,1595951,3.5.2,x86_64,darwin15.6.0,googledrive,2.0.0,US,300
2021-10-31,18:40:14,3067132,3.5.2,x86_64,darwin15.6.0,ggplot2,3.3.5,US,300
2021-10-31,18:40:19,83903,4.1.1,x86_64,darwin17.0,progress,1.2.2,US,119
2021-10-31,18:40:03,55195,NA,NA,NA,aws.s3,0.3.21,US,373
2021-10-31,18:40:12,3524687,NA,NA,NA,sf,1.0-3,GB,13
2021-10-31,18:40:16,3063851,NA,NA,NA,ggplot2,3.3.5,GB,9
2021-10-31,18:40:15,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:40:12,802033,NA,NA,NA,V8,3.4.2,GB,9
2021-10-31,18:40:05,802033,NA,NA,NA,V8,3.4.2,GB,9
2021-10-31,18:37:08,483024,4.1.1,x86_64,linux-gnu,cli,3.1.0,NA,8
2021-10-31,18:37:14,37656,NA,NA,NA,doParallel,1.0.16,US,318
2021-10-31,18:37:12,1633902,NA,NA,NA,RcppEigen,0.3.3.9.1,US,305
2021-10-31,18:37:53,403011,NA,NA,NA,rstatix,0.7.0,US,402
2021-10-31,18:40:10,371838,NA,NA,NA,devtools,2.4.2,GB,9
2021-10-31,18:40:19,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:40:16,3524687,NA,NA,NA,sf,1.0-3,GB,13
2021-10-31,18:40:17,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:40:20,3063851,3.5.2,x86_64,linux-gnu,ggplot2,3.3.5,GB,9
2021-10-31,18:40:05,1097605,NA,NA,NA,pillar,1.6.4,US,72
2021-10-31,18:40:06,852643,NA,NA,NA,dplyr,1.0.7,US,106
2021-10-31,18:40:16,1088985,3.5.2,x86_64,darwin15.6.0,reprex,2.0.1,US,300
2021-10-31,18:40:13,582900,3.5.2,x86_64,darwin15.6.0,dbplyr,2.1.1,US,300
2021-10-31,18:40:13,258972,3.5.2,x86_64,darwin15.6.0,forcats,0.5.1,US,300
2021-10-31,18:40:21,490499,4.1.1,x86_64,darwin17.0,selectr,0.4-2,US,119
2021-10-31,18:40:19,860391,4.0.3,x86_64,mingw32,later,1.3.0,US,264
2021-10-31,18:40:19,905696,4.0.3,x86_64,mingw32,htmlwidgets,1.5.4,US,264
2021-10-31,18:40:20,172670,4.0.3,x86_64,mingw32,lazyeval,0.2.2,US,264
2021-10-31,18:40:20,786322,4.0.3,x86_64,mingw32,crosstalk,1.1.1,US,264
2021-10-31,18:40:21,2320618,4.0.3,x86_64,mingw32,promises,1.2.0.1,US,264
2021-10-31,18:40:21,3176664,4.0.3,x86_64,mingw32,plotly,4.10.0,US,264
2021-10-31,18:40:11,37659,NA,NA,NA,doParallel,1.0.16,HK,430
2021-10-31,18:40:13,19675494,3.6.3,x86_64,mingw32,BH,1.75.0-0,ES,283
2021-10-31,18:40:18,856381,3.5.2,x86_64,linux-gnu,units,0.7-2,GB,9
2021-10-31,18:40:19,371838,NA,NA,NA,devtools,2.4.2,GB,13
2021-10-31,18:40:06,112436,NA,NA,NA,dtplyr,1.1.0,US,375
2021-10-31,18:40:06,210647,4.1.1,x86_64,darwin17.0,stringr,1.4.0,US,119
2021-10-31,18:40:16,557033,NA,NA,NA,js,1.2,GB,9
2021-10-31,18:40:06,598940,NA,NA,NA,perccalc,1.0.5,CN,431
2021-10-31,18:39:44,399876,4.1.1,x86_64,mingw32,remotes,2.4.1,CR,15
2021-10-31,18:40:19,1568865,4.1.1,aarch64,darwin20,car,3.0-11,NA,8
2021-10-31,18:40:13,371838,3.5.2,x86_64,linux-gnu,devtools,2.4.2,GB,9
2021-10-31,18:40:19,2143362,NA,NA,NA,greybox,1.0.1,US,432
2021-10-31,18:37:14,593498,NA,NA,NA,forecastHybrid,5.0.19,US,318
2021-10-31,18:37:21,256978,4.1.1,x86_64,linux-gnu,sm,2.2-5.7,NA,8
2021-10-31,18:38:32,10694,NA,NA,NA,labeling,0.4.2,US,145
2021-10-31,18:40:20,304978,4.1.1,x86_64,darwin17.0,cpp11,0.4.0,US,119
2021-10-31,18:37:52,583086,NA,NA,NA,ggsignif,0.6.3,US,402
2021-10-31,18:37:55,3063852,NA,NA,NA,ggplot2,3.3.5,US,252
2021-10-31,18:40:19,1237888,4.1.1,x86_64,darwin17.0,tzdb,0.2.0,FR,418
2021-10-31,18:40:19,3063851,3.5.2,x86_64,linux-gnu,ggplot2,3.3.5,GB,9
2021-10-31,18:40:15,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:40:05,1097605,NA,NA,NA,pillar,1.6.4,US,397
2021-10-31,18:37:14,593498,NA,NA,NA,forecastHybrid,5.0.19,US,302
2021-10-31,18:37:09,5308013,4.1.1,x86_64,linux-gnu,data.table,1.14.2,NA,8
2021-10-31,18:37:12,518416,NA,NA,NA,xts,0.12.1,US,321
2021-10-31,18:37:12,64299,NA,NA,NA,fracdiff,1.5-1,US,302
2021-10-31,18:37:13,683465,NA,NA,NA,urca,1.3-0,US,305
2021-10-31,18:37:19,2238564,4.1.1,x86_64,linux-gnu,s2,1.0.7,NA,8
2021-10-31,18:36:53,24734,NA,NA,NA,evaluate,0.14,US,109
2021-10-31,18:40:16,3332169,4.1.1,aarch64,darwin20,openxlsx,4.2.4,NA,8
2021-10-31,18:40:14,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:40:19,3211085,4.1.1,x86_64,darwin17.0,Rcpp,1.0.7,US,119
2021-10-31,18:40:21,18206,NA,NA,NA,overdisp,0.1.1,CN,433
2021-10-31,18:40:21,2556768,4.1.1,x86_64,darwin17.0,hunspell,3.0.1,US,119
2021-10-31,18:37:46,3997129,4.1.2,x86_64,mingw32,Ecdat,0.3-9,CO,434
2021-10-31,18:37:15,585241,NA,NA,NA,forecast,8.15,US,309
2021-10-31,18:40:02,709612,NA,NA,NA,tidyr,1.1.4,US,373
2021-10-31,18:37:14,31456,NA,NA,NA,thief,0.3,US,321
2021-10-31,18:38:48,607714,NA,NA,NA,multcomp,1.4-17,US,57
2021-10-31,18:37:13,227593,NA,NA,NA,lmtest,0.9-38,US,321
2021-10-31,18:40:23,10548,4.1.1,x86_64,linux-gnu,labeling,0.4.2,NL,435
2021-10-31,18:37:12,314576,NA,NA,NA,TTR,0.24.2,US,309
2021-10-31,18:38:42,575828,3.6.3,x86_64,linux-gnu,rms,6.2-0,US,146
2021-10-31,18:40:21,2337892,4.1.1,x86_64,darwin17.0,xml2,1.3.2,US,119
2021-10-31,18:36:53,30735,NA,NA,NA,tinytex,0.34,US,109
2021-10-31,18:37:52,1353810,NA,NA,NA,cowplot,1.1.1,US,402
2021-10-31,18:40:08,43655,NA,NA,NA,hms,1.1.1,US,406
2021-10-31,18:40:17,290394,3.5.2,x86_64,linux-gnu,rgeos,0.5-8,GB,9
2021-10-31,18:40:19,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:37:47,862199,NA,NA,NA,rlang,0.4.12,US,402
2021-10-31,18:40:17,25529,NA,NA,NA,png,0.1-7,US,44
2021-10-31,18:40:22,19135,NA,NA,NA,jpeg,0.1-9,US,44
2021-10-31,18:40:13,42878,3.6.3,x86_64,mingw32,bitops,1.0-7,ES,283
2021-10-31,18:40:14,439177,3.6.3,x86_64,mingw32,callr,3.7.0,ES,283
2021-10-31,18:40:14,1821852,3.6.3,x86_64,mingw32,carData,3.0-4,ES,283
2021-10-31,18:40:15,330125,3.6.3,x86_64,mingw32,caTools,1.18.2,ES,283
2021-10-31,18:40:15,75985,3.6.3,x86_64,mingw32,cclust,0.6-22,ES,283
2021-10-31,18:40:16,468491,3.6.3,x86_64,mingw32,classInt,0.4-3,ES,283
2021-10-31,18:40:16,52738,3.6.3,x86_64,mingw32,clipr,0.7.1,ES,283
2021-10-31,18:40:16,306658,3.6.3,x86_64,mingw32,covr,3.5.1,ES,283
2021-10-31,18:40:17,1376519,3.6.3,x86_64,mingw32,cowplot,1.1.1,ES,283
2021-10-31,18:40:17,787848,3.6.3,x86_64,mingw32,crosstalk,1.1.1,ES,283
2021-10-31,18:40:15,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:40:19,896286,4.1.1,x86_64,darwin17.0,htmlwidgets,1.5.4,US,436
2021-10-31,18:40:21,677799,3.6.1,x86_64,mingw32,shape,1.4.6,BJ,217
2021-10-31,18:40:21,2820668,4.0.2,x86_64,mingw32,corrplot,0.90,US,437
2021-10-31,18:40:18,155432,4.1.1,x86_64,darwin17.0,crayon,1.4.2,FR,418
2021-10-31,18:40:18,689524,4.1.1,x86_64,darwin17.0,bit,4.0.4,US,119
2021-10-31,18:40:22,52806,4.1.1,x86_64,darwin17.0,spelling,2.2,US,119
2021-10-31,18:40:03,54076,NA,NA,NA,minqa,1.2.4,US,127
2021-10-31,18:40:03,54076,NA,NA,NA,minqa,1.2.4,US,173
2021-10-31,18:40:17,710439,3.5.2,x86_64,darwin15.6.0,tidyr,1.1.4,US,300
2021-10-31,18:40:14,160505,3.5.2,x86_64,darwin15.6.0,httr,1.4.2,US,300
2021-10-31,18:40:22,3023002,3.4.4,x86_64,linux-gnu,sass,0.4.0,US,308
2021-10-31,18:40:20,1023723,4.0.5,x86_64,mingw32,e1071,1.7-9,CO,196
2021-10-31,18:40:11,545055,4.1.1,x86_64,mingw32,jsonlite,1.7.2,JP,118
2021-10-31,18:40:12,786270,4.1.1,x86_64,mingw32,crosstalk,1.1.1,JP,118
2021-10-31,18:40:14,526396,4.1.1,x86_64,mingw32,jquerylib,0.1.4,JP,118
2021-10-31,18:36:53,896656,NA,NA,NA,knitr,1.36,US,109
2021-10-31,18:36:54,57601,NA,NA,NA,formattable,0.2.1,US,109
2021-10-31,18:40:17,557033,NA,NA,NA,js,1.2,GB,13
2021-10-31,18:40:21,3063851,3.5.2,x86_64,linux-gnu,ggplot2,3.3.5,GB,9
2021-10-31,18:40:16,536178,4.1.1,aarch64,darwin20,rio,0.5.27,NA,8
2021-10-31,18:40:11,20999,4.1.1,x86_64,mingw32,snow,0.4-4,SG,438
2021-10-31,18:37:12,227593,NA,NA,NA,lmtest,0.9-38,US,302
2021-10-31,18:37:13,585233,NA,NA,NA,forecast,8.15,US,321
2021-10-31,18:40:20,794421,NA,NA,NA,zoo,1.8-9,US,432
2021-10-31,18:40:16,23060,4.1.1,x86_64,mingw32,pkgconfig,2.0.3,AR,316
2021-10-31,18:40:04,3524687,NA,NA,NA,sf,1.0-3,GB,9
2021-10-31,18:40:15,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:37:14,37649,NA,NA,NA,doParallel,1.0.16,US,289
2021-10-31,18:40:01,3290929,4.1.1,x86_64,darwin17.0,fields,13.3,US,43
2021-10-31,18:40:20,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:40:20,311171,4.1.1,x86_64,darwin17.0,commonmark,1.7,US,119
2021-10-31,18:40:12,557033,NA,NA,NA,js,1.2,GB,9
2021-10-31,18:40:19,290394,3.5.2,x86_64,linux-gnu,rgeos,0.5-8,GB,9
2021-10-31,18:40:20,3524687,3.5.2,x86_64,linux-gnu,sf,1.0-3,GB,9
2021-10-31,18:40:20,290394,3.5.2,x86_64,linux-gnu,rgeos,0.5-8,GB,9
2021-10-31,18:40:15,371838,3.5.2,x86_64,linux-gnu,devtools,2.4.2,GB,9
2021-10-31,18:40:21,152416,3.6.3,x86_64,linux-gnu,remotes,2.4.1,FI,169
2021-10-31,18:40:17,3524687,3.5.2,x86_64,linux-gnu,sf,1.0-3,GB,9
2021-10-31,18:40:17,1345479,NA,NA,NA,rfm,0.2.2,US,286
2021-10-31,18:40:12,1570646,4.1.1,x86_64,mingw32,car,3.0-11,US,263
2021-10-31,18:40:12,289643,4.1.1,x86_64,mingw32,prim,1.0.20,US,263
2021-10-31,18:40:12,756146,4.1.1,x86_64,mingw32,flsa,1.5.2,US,263
2021-10-31,18:40:13,2705510,4.1.1,x86_64,mingw32,RcppArmadillo,0.10.7.0.0,US,263
2021-10-31,18:40:13,2870586,4.1.1,x86_64,mingw32,RcppEigen,0.3.3.9.1,US,263
2021-10-31,18:40:14,1525430,4.1.1,x86_64,mingw32,verification,1.42,US,263
2021-10-31,18:40:14,2577211,4.1.1,x86_64,mingw32,arules,1.6-8,US,263
2021-10-31,18:40:15,707298,4.1.1,x86_64,mingw32,xtable,1.8-4,US,263
2021-10-31,18:40:15,3122410,4.1.1,x86_64,mingw32,robustbase,0.93-9,US,263
2021-10-31,18:40:16,530283,4.1.1,x86_64,mingw32,pcaPP,1.9-74,US,263
2021-10-31,18:40:16,4673152,4.1.1,x86_64,mingw32,mclust,5.4.7,US,263
2021-10-31,18:40:21,813946,4.1.1,x86_64,mingw32,WriteXLS,6.3.0,NA,8
2021-10-31,18:40:00,81579,NA,NA,NA,markdown,1.1,US,373
2021-10-31,18:37:16,20387,4.1.0,x86_64,darwin17.0,RcppProgress,0.4.2,US,277
2021-10-31,18:40:14,222686,3.5.2,x86_64,darwin15.6.0,googlesheets4,1.0.0,US,300
2021-10-31,18:40:15,1098722,3.5.2,x86_64,darwin15.6.0,pillar,1.6.4,US,300
2021-10-31,18:39:55,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:40:20,16449135,4.0.4,x86_64,mingw32,stringi,1.7.5,RS,50
2021-10-31,18:40:22,2538316,4.0.4,x86_64,mingw32,testthat,3.1.0,RS,50
2021-10-31,18:40:24,872100,4.0.4,x86_64,mingw32,tibble,3.1.5,RS,50
2021-10-31,18:39:42,490508,4.1.1,x86_64,darwin17.0,selectr,0.4-2,NA,8
2021-10-31,18:40:11,290394,NA,NA,NA,rgeos,0.5-8,GB,13
2021-10-31,18:40:10,371838,NA,NA,NA,devtools,2.4.2,GB,13
2021-10-31,18:40:13,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:40:10,217183,4.1.1,x86_64,mingw32,stringr,1.4.0,KR,304
2021-10-31,18:38:55,3168775,4.1.1,x86_64,mingw32,PerformanceAnalytics,2.0.4,NA,8
2021-10-31,18:38:56,3176774,4.1.1,x86_64,mingw32,plotly,4.10.0,NA,8
2021-10-31,18:38:57,818457,4.1.1,x86_64,mingw32,reshape2,1.4.4,NA,8
2021-10-31,18:38:57,1119784,4.1.1,x86_64,mingw32,ggrepel,0.9.1,NA,8
2021-10-31,18:40:19,34121,4.1.0,x86_64,mingw32,paran,1.5.2,US,439
2021-10-31,18:37:13,170883,NA,NA,NA,tseries,0.10-48,US,295
2021-10-31,18:37:47,273807,4.1.1,x86_64,darwin17.0,rstudioapi,0.13,CA,357
2021-10-31,18:40:20,93730,4.1.1,x86_64,darwin17.0,globals,0.14.0,NA,8
2021-10-31,18:40:23,910640,4.1.1,x86_64,darwin17.0,e1071,1.7-9,NA,8
2021-10-31,18:40:21,423260,4.1.1,x86_64,darwin17.0,prodlim,2019.11.13,NA,8
2021-10-31,18:40:23,1262662,4.1.1,x86_64,darwin17.0,recipes,0.1.17,NA,8
2021-10-31,18:40:15,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:40:19,785174,3.5.2,x86_64,linux-gnu,Hmisc,4.6-0,GB,9
2021-10-31,18:40:18,1125123,4.1.1,x86_64,darwin17.0,cli,3.1.0,FR,418
2021-10-31,18:37:56,5899,NA,NA,NA,aws.ec2metadata,0.2.0,US,59
2021-10-31,18:40:19,856381,3.5.2,x86_64,linux-gnu,units,0.7-2,GB,9
2021-10-31,18:40:20,3524687,3.5.2,x86_64,linux-gnu,sf,1.0-3,GB,9
2021-10-31,18:40:20,785174,3.5.2,x86_64,linux-gnu,Hmisc,4.6-0,GB,9
2021-10-31,18:40:20,3063851,3.5.2,x86_64,linux-gnu,ggplot2,3.3.5,GB,9
2021-10-31,18:40:16,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:40:21,335123,4.1.1,x86_64,darwin17.0,iterators,1.0.13,NA,8
2021-10-31,18:40:18,75390,4.1.1,x86_64,darwin17.0,generics,0.1.1,FR,418
2021-10-31,18:40:20,2784999,4.0.3,x86_64,mingw32,bayestestR,0.11.5,US,424
2021-10-31,18:40:20,3287256,4.0.3,x86_64,mingw32,fields,13.3,US,424
2021-10-31,18:40:20,350768,4.0.3,x86_64,mingw32,future,1.23.0,US,424
2021-10-31,18:40:20,214344,4.0.3,x86_64,mingw32,gsl,2.1-7,US,424
2021-10-31,18:40:20,60110,4.0.3,x86_64,mingw32,microbenchmark,1.4.8,US,424
2021-10-31,18:40:20,171707,4.0.3,x86_64,mingw32,sessioninfo,1.2.0,US,424
2021-10-31,18:40:21,1912270,4.0.3,x86_64,mingw32,VennDiagram,1.7.0,US,424
2021-10-31,18:40:26,119448,NA,NA,NA,xfun,0.27,US,153
2021-10-31,18:40:22,249143,4.0.4,x86_64,mingw32,fansi,0.5.0,NA,8
2021-10-31,18:40:22,236146,4.0.4,x86_64,mingw32,magrittr,2.0.1,NA,8
2021-10-31,18:40:22,1042767,4.0.4,x86_64,mingw32,pillar,1.6.4,NA,8
2021-10-31,18:40:22,22747,4.0.4,x86_64,mingw32,pkgconfig,2.0.3,NA,8
2021-10-31,18:40:22,1252905,4.0.4,x86_64,mingw32,vctrs,0.3.8,NA,8
2021-10-31,18:40:23,872100,4.0.4,x86_64,mingw32,tibble,3.1.5,NA,8
2021-10-31,18:37:00,100255,NA,NA,NA,lifecycle,1.0.1,US,259
2021-10-31,18:37:17,612440,4.1.0,x86_64,darwin17.0,RcppParallel,5.1.4,US,277
2021-10-31,18:40:19,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:40:20,290394,3.5.2,x86_64,linux-gnu,rgeos,0.5-8,GB,9
2021-10-31,18:40:20,3524687,3.5.2,x86_64,linux-gnu,sf,1.0-3,GB,9
2021-10-31,18:40:17,740315,3.5.2,x86_64,darwin15.6.0,tibble,3.1.5,US,300
2021-10-31,18:40:18,577423,4.1.1,x86_64,darwin17.0,bit64,4.0.5,US,119
2021-10-31,18:40:19,49131,4.1.1,x86_64,darwin17.0,clipr,0.7.1,US,119
2021-10-31,18:40:20,3119246,4.1.1,x86_64,darwin17.0,plotly,4.10.0,US,436
2021-10-31,18:38:47,1483348,NA,NA,NA,sandwich,3.0-1,US,57
2021-10-31,18:40:20,2679286,4.1.1,x86_64,darwin17.0,vroom,1.5.5,US,119
2021-10-31,18:40:16,2568909,NA,NA,NA,rgl,0.107.14,GB,9
2021-10-31,18:40:15,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:40:25,2897722,4.1.1,x86_64,darwin17.0,corrplot,0.90,NA,8
2021-10-31,18:40:24,39477,4.1.1,x86_64,darwin17.0,highr,0.9,NA,8
