date,time,size,r_version,r_arch,r_os,package,version,country,ip_id
2021-10-31,18:41:14,3524687,NA,NA,NA,sf,1.0-3,GB,13
2021-10-31,18:41:19,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:41:16,427738,3.5.2,x86_64,linux-gnu,ragg,1.2.0,GB,9
2021-10-31,18:41:16,36260,3.5.2,x86_64,linux-gnu,textshaping,0.3.6,GB,9
2021-10-31,18:41:16,851629,3.5.2,x86_64,linux-gnu,pkgdown,1.6.1,GB,9
2021-10-31,18:40:39,99542,4.1.1,x86_64,linux-gnu,glue,1.4.2,NL,435
2021-10-31,18:40:39,134522,4.1.1,x86_64,linux-gnu,commonmark,1.7,NL,435
2021-10-31,18:37:42,1787395,4.1.1,x86_64,darwin17.0,broom,0.7.9,CA,357
2021-10-31,18:38:35,1716675,4.1.1,x86_64,mingw32,lubridate,1.8.0,CW,62
2021-10-31,18:41:14,309400,4.1.0,x86_64,darwin17.0,polynom,1.4-0,GB,506
2021-10-31,18:40:37,371838,NA,NA,NA,devtools,2.4.2,GB,13
2021-10-31,18:40:42,3063851,NA,NA,NA,ggplot2,3.3.5,GB,13
2021-10-31,18:40:45,3524687,NA,NA,NA,sf,1.0-3,GB,13
2021-10-31,18:41:20,13545,4.1.1,aarch64,darwin20,ini,0.3.1,US,499
2021-10-31,18:38:51,328108,3.6.3,x86_64,linux-gnu,odbc,1.3.2,US,146
2021-10-31,18:38:50,794432,NA,NA,NA,zoo,1.8-9,US,57
2021-10-31,18:38:51,607714,NA,NA,NA,multcomp,1.4-17,US,57
2021-10-31,18:38:48,1225854,NA,NA,NA,coin,1.4-2,US,57
2021-10-31,18:39:23,282851,NA,NA,NA,AzureAuth,1.3.3,US,232
2021-10-31,18:39:24,607714,NA,NA,NA,multcomp,1.4-17,US,57
2021-10-31,18:41:19,51030,4.1.1,aarch64,darwin20,sys,3.4,US,499
2021-10-31,18:41:16,445738,NA,NA,NA,rio,0.5.27,US,388
2021-10-31,18:41:18,1264897,4.0.5,x86_64,darwin17.0,dplyr,1.0.7,US,546
2021-10-31,18:41:06,290394,NA,NA,NA,rgeos,0.5-8,GB,13
2021-10-31,18:41:14,348016,4.1.1,x86_64,mingw32,htmltools,0.5.2,US,384
2021-10-31,18:41:15,526396,4.1.1,x86_64,mingw32,jquerylib,0.1.4,US,384
2021-10-31,18:41:17,545053,4.1.1,x86_64,mingw32,jsonlite,1.7.2,US,384
2021-10-31,18:41:19,16449892,4.1.1,x86_64,mingw32,stringi,1.7.5,US,384
2021-10-31,18:41:13,682781,NA,NA,NA,recipes,0.1.17,US,388
2021-10-31,18:41:11,2897264,4.1.0,x86_64,darwin17.0,corrplot,0.90,GB,506
2021-10-31,18:41:14,125035,4.1.1,x86_64,darwin21.1.0,htmltools,0.5.2,US,484
2021-10-31,18:41:13,958351,4.1.1,x86_64,darwin21.1.0,htmlwidgets,1.5.4,US,484
2021-10-31,18:40:21,786521,4.1.1,x86_64,darwin17.0,shape,1.4.6,NA,8
2021-10-31,18:41:12,16198,4.0.5,x86_64,mingw32,ini,0.3.1,BR,537
