date,time,size,r_version,r_arch,r_os,package,version,country,ip_id
2021-10-31,15:32:23,30734,NA,NA,NA,tinytex,0.34,US,1358
2021-10-31,15:32:25,3212909,NA,NA,NA,rmarkdown,2.11,US,1355
2021-10-31,15:32:24,13905,NA,NA,NA,rematch2,2.1.2,US,1376
2021-10-31,15:32:26,258842,NA,NA,NA,forcats,0.5.1,US,1355
2021-10-31,15:32:26,112425,NA,NA,NA,dtplyr,1.1.0,US,1357
2021-10-31,15:32:25,5899,NA,NA,NA,aws.ec2metadata,0.2.0,US,59
2021-10-31,15:32:26,482592,NA,NA,NA,cli,3.1.0,US,1357
2021-10-31,15:31:29,354468,NA,NA,NA,forcats,0.5.1,NA,8
2021-10-31,15:32:25,896656,NA,NA,NA,knitr,1.36,US,1358
2021-10-31,15:32:24,783149,NA,NA,NA,vctrs,0.3.8,US,1357
2021-10-31,15:32:27,160491,NA,NA,NA,httr,1.4.2,US,1353
2021-10-31,15:32:23,266121,NA,NA,NA,magrittr,2.0.1,US,478
2021-10-31,15:32:27,1594199,NA,NA,NA,googledrive,2.0.0,US,1361
2021-10-31,15:32:24,783149,NA,NA,NA,vctrs,0.3.8,US,1353
2021-10-31,15:32:16,17995,NA,NA,NA,futile.logger,1.4.3,US,1362
2021-10-31,15:32:25,75058,NA,NA,NA,callr,3.7.0,US,1368
2021-10-31,15:32:15,4456,NA,NA,NA,futile.options,1.0.1,US,1386
2021-10-31,15:32:28,121873,NA,NA,NA,modelr,0.1.8,US,1362
2021-10-31,15:32:28,1097605,NA,NA,NA,pillar,1.6.4,US,1360
2021-10-31,15:32:24,520747,NA,NA,NA,jquerylib,0.1.4,US,1356
2021-10-31,15:32:25,564033,NA,NA,NA,tzdb,0.2.0,US,1375
2021-10-31,15:32:25,1672452,NA,NA,NA,isoband,0.2.5,US,1363
2021-10-31,15:32:25,75058,NA,NA,NA,callr,3.7.0,US,1363
2021-10-31,15:32:21,94823,NA,NA,NA,withr,2.4.2,US,478
2021-10-31,15:32:24,99589,NA,NA,NA,glue,1.4.2,US,1358
2021-10-31,15:32:24,783149,NA,NA,NA,vctrs,0.3.8,US,1355
2021-10-31,15:32:24,92628,NA,NA,NA,tidyselect,1.1.1,US,1363
2021-10-31,15:32:24,99589,NA,NA,NA,glue,1.4.2,US,1375
2021-10-31,15:32:25,75058,NA,NA,NA,callr,3.7.0,US,1377
2021-10-31,15:32:24,170882,NA,NA,NA,tseries,0.10-48,US,478
2021-10-31,15:32:28,422257,NA,NA,NA,jsonlite,1.7.2,US,1362
2021-10-31,15:32:23,520747,NA,NA,NA,jquerylib,0.1.4,US,1361
2021-10-31,15:32:24,92628,NA,NA,NA,tidyselect,1.1.1,US,1353
2021-10-31,15:32:29,709622,NA,NA,NA,tidyr,1.1.4,US,1361
2021-10-31,15:32:18,9729,NA,NA,NA,RcppRoll,0.3.0,US,1388
2021-10-31,15:32:24,783149,NA,NA,NA,vctrs,0.3.8,US,1360
2021-10-31,15:32:24,13905,NA,NA,NA,rematch2,2.1.2,US,1356
2021-10-31,15:32:27,112434,NA,NA,NA,dtplyr,1.1.0,US,1362
2021-10-31,15:32:21,856381,3.5.2,x86_64,linux-gnu,units,0.7-2,GB,9
2021-10-31,15:32:24,91742,NA,NA,NA,ids,1.0.1,US,1355
2021-10-31,15:32:27,422257,NA,NA,NA,jsonlite,1.7.2,US,1358
2021-10-31,15:32:27,222579,NA,NA,NA,googlesheets4,1.0.0,US,1355
2021-10-31,15:32:25,723514,NA,NA,NA,vroom,1.5.5,US,1358
2021-10-31,15:32:27,160491,NA,NA,NA,httr,1.4.2,US,1358
2021-10-31,15:32:24,91751,NA,NA,NA,ids,1.0.1,US,1353
2021-10-31,15:32:24,100255,NA,NA,NA,lifecycle,1.0.1,US,1376
2021-10-31,15:32:23,119459,NA,NA,NA,xfun,0.27,US,1389
2021-10-31,15:32:24,313957,NA,NA,NA,gargle,1.2.0,US,1363
2021-10-31,15:32:25,1676020,NA,NA,NA,RcppArmadillo,0.10.7.0.0,US,478
2021-10-31,15:32:27,43656,NA,NA,NA,hms,1.1.1,US,1360
2021-10-31,15:32:28,519601,NA,NA,NA,readr,2.0.2,US,1358
2021-10-31,15:32:21,1173982,4.1.1,x86_64,mingw32,cdata,1.2.0,BR,1390
2021-10-31,15:30:54,739566,NA,NA,NA,tibble,3.1.5,US,1113
2021-10-31,15:32:14,149388,4.1.1,x86_64,mingw32,Deriv,4.1.3,US,1275
2021-10-31,15:32:18,124527,4.1.1,x86_64,mingw32,neuralnet,1.44.2,US,1275
2021-10-31,15:32:25,3212909,NA,NA,NA,rmarkdown,2.11,US,1389
2021-10-31,15:32:21,290393,3.5.2,x86_64,linux-gnu,rgeos,0.5-8,GB,9
2021-10-31,15:32:21,2568908,NA,NA,NA,rgl,0.107.14,GB,9
2021-10-31,15:32:27,851632,3.5.2,x86_64,linux-gnu,pkgdown,1.6.1,GB,9
2021-10-31,15:32:23,203635,NA,NA,NA,yaml,2.2.1,NA,8
2021-10-31,15:32:23,141965,NA,NA,NA,processx,3.5.2,US,1368
2021-10-31,15:32:25,8604,NA,NA,NA,ellipsis,0.3.2,US,1386
2021-10-31,15:32:27,222579,NA,NA,NA,googlesheets4,1.0.0,US,1358
2021-10-31,15:32:23,141965,NA,NA,NA,processx,3.5.2,US,1355
2021-10-31,15:32:28,375603,NA,NA,NA,purrr,0.3.4,US,1357
2021-10-31,15:32:22,107350,4.1.1,x86_64,mingw32,listenv,0.8.0,JP,1391
2021-10-31,15:32:22,276818,4.1.1,x86_64,mingw32,parallelly,1.28.1,JP,1391
2021-10-31,15:32:23,638316,4.1.1,x86_64,mingw32,bit,4.0.4,JP,1391
2021-10-31,15:32:23,96058,4.1.1,x86_64,mingw32,globals,0.14.0,JP,1391
2021-10-31,15:32:23,566277,4.1.1,x86_64,mingw32,bit64,4.0.5,JP,1391
2021-10-31,15:32:23,155978,4.1.1,x86_64,mingw32,future.apply,1.8.1,JP,1391
2021-10-31,15:32:23,261735,4.1.1,x86_64,mingw32,progressr,0.9.0,JP,1391
2021-10-31,15:32:23,183689,4.1.1,x86_64,mingw32,SQUAREM,2021.1,JP,1391
2021-10-31,15:32:23,2046077,4.1.1,x86_64,mingw32,vroom,1.5.5,JP,1391
2021-10-31,15:32:23,1426034,4.1.1,x86_64,mingw32,tzdb,0.1.2,JP,1391
2021-10-31,15:32:23,16774,4.1.1,x86_64,mingw32,rematch,1.0.1,JP,1391
2021-10-31,15:32:24,2994358,4.1.1,x86_64,mingw32,lava,1.6.10,JP,1391
2021-10-31,15:32:24,323911,4.1.1,x86_64,mingw32,coda,0.19-4,JP,1391
2021-10-31,15:32:24,244193,4.1.1,x86_64,mingw32,askpass,1.1,JP,1391
2021-10-31,15:32:24,175054,4.1.1,x86_64,mingw32,credentials,1.3.1,JP,1391
2021-10-31,15:32:24,60432,4.1.1,x86_64,mingw32,sys,3.4,JP,1391
2021-10-31,15:32:24,97898,4.1.1,x86_64,mingw32,gitcreds,0.1.1,JP,1391
2021-10-31,15:32:25,16270,4.1.1,x86_64,mingw32,ini,0.3.1,JP,1391
2021-10-31,15:32:25,216020,4.1.1,x86_64,mingw32,fastmap,1.1.0,JP,1391
2021-10-31,15:32:25,47271,4.1.1,x86_64,mingw32,highr,0.9,JP,1391
2021-10-31,15:32:25,381741,4.1.1,x86_64,mingw32,xfun,0.27,JP,1391
2021-10-31,15:32:25,994008,4.1.1,x86_64,mingw32,diffobj,0.3.5,JP,1391
2021-10-31,15:32:25,48128,4.1.1,x86_64,mingw32,rematch2,2.1.2,JP,1391
2021-10-31,15:32:26,210423,4.1.1,x86_64,mingw32,utf8,1.2.2,JP,1391
2021-10-31,15:32:26,105543,4.1.1,x86_64,mingw32,backports,1.3.0,JP,1391
2021-10-31,15:32:26,594940,4.1.1,x86_64,mingw32,matrixStats,0.61.0,JP,1391
2021-10-31,15:32:26,2705504,4.1.1,x86_64,mingw32,RcppArmadillo,0.10.7.0.0,JP,1391
2021-10-31,15:32:26,358556,4.1.1,x86_64,mingw32,forcats,0.5.1,JP,1391
2021-10-31,15:32:26,104797,4.1.1,x86_64,mingw32,hms,1.1.1,JP,1391
2021-10-31,15:32:26,1795528,4.1.1,x86_64,mingw32,readr,2.0.2,JP,1391
2021-10-31,15:32:27,105435,4.1.1,x86_64,mingw32,cellranger,1.1.0,JP,1391
2021-10-31,15:32:27,86521,4.1.1,x86_64,mingw32,progress,1.2.2,JP,1391
2021-10-31,15:32:27,421898,4.1.1,x86_64,mingw32,prodlim,2019.11.13,JP,1391
2021-10-31,15:32:27,1039096,4.1.1,x86_64,mingw32,zoo,1.8-9,JP,1391
2021-10-31,15:32:28,247296,4.1.1,x86_64,mingw32,statnet.common,4.5.0,JP,1391
2021-10-31,15:32:21,856381,3.5.2,x86_64,linux-gnu,units,0.7-2,GB,9
2021-10-31,15:32:10,6545871,NA,NA,NA,survival,3.2-13,US,1072
2021-10-31,15:32:27,314145,4.0.4,x86_64,linux-gnu,gargle,1.2.0,NA,8
2021-10-31,15:32:26,94823,NA,NA,NA,withr,2.4.2,US,1377
2021-10-31,15:32:27,160491,NA,NA,NA,httr,1.4.2,US,1375
2021-10-31,15:32:24,13905,NA,NA,NA,rematch2,2.1.2,US,1363
2021-10-31,15:32:27,258842,NA,NA,NA,forcats,0.5.1,US,1375
2021-10-31,15:32:23,30734,NA,NA,NA,tinytex,0.34,US,1353
2021-10-31,15:32:25,723514,NA,NA,NA,vroom,1.5.5,US,1377
2021-10-31,15:32:28,1097605,NA,NA,NA,pillar,1.6.4,US,1358
2021-10-31,15:32:27,3063852,NA,NA,NA,ggplot2,3.3.5,US,1357
2021-10-31,15:32:28,862199,NA,NA,NA,rlang,0.4.12,US,1358
2021-10-31,15:32:26,582385,NA,NA,NA,dbplyr,2.1.1,US,1357
2021-10-31,15:32:26,98501,NA,NA,NA,hms,1.1.1,NA,8
2021-10-31,15:32:20,1716675,4.1.1,x86_64,mingw32,lubridate,1.8.0,US,1364
2021-10-31,15:32:20,203838,4.1.1,x86_64,mingw32,modelr,0.1.8,US,1364
2021-10-31,15:32:20,1718051,4.1.1,x86_64,mingw32,readxl,1.3.1,US,1364
2021-10-31,15:32:21,501004,4.1.1,x86_64,mingw32,reprex,2.0.1,US,1364
2021-10-31,15:32:21,303623,4.1.1,x86_64,mingw32,rstudioapi,0.13,US,1364
2021-10-31,15:32:21,208224,4.1.1,x86_64,mingw32,rvest,1.0.2,US,1364
2021-10-31,15:32:21,3006381,4.1.1,x86_64,mingw32,xml2,1.3.2,US,1364
2021-10-31,15:32:22,430722,4.1.1,x86_64,mingw32,tidyverse,1.3.1,US,1364
2021-10-31,15:32:24,1672443,NA,NA,NA,isoband,0.2.5,US,1358
2021-10-31,15:32:23,520747,NA,NA,NA,jquerylib,0.1.4,US,1377
2021-10-31,15:32:26,632146,NA,NA,NA,broom,0.7.9,US,1363
2021-10-31,15:32:26,632146,NA,NA,NA,broom,0.7.9,US,1360
2021-10-31,15:32:23,30734,NA,NA,NA,tinytex,0.34,US,1362
2021-10-31,15:32:23,119459,NA,NA,NA,xfun,0.27,US,1375
2021-10-31,15:32:25,8604,NA,NA,NA,ellipsis,0.3.2,US,1357
2021-10-31,15:32:24,91751,NA,NA,NA,ids,1.0.1,US,1375
2021-10-31,15:32:25,75058,NA,NA,NA,callr,3.7.0,US,1353
2021-10-31,15:32:24,59327,4.1.1,x86_64,mingw32,nsarfima,0.2.0.0,IN,114
2021-10-31,15:32:23,119459,NA,NA,NA,xfun,0.27,US,1362
2021-10-31,15:32:24,99589,NA,NA,NA,glue,1.4.2,US,1377
2021-10-31,15:32:26,482602,NA,NA,NA,cli,3.1.0,US,1375
2021-10-31,15:32:26,40243,NA,NA,NA,crayon,1.4.2,US,1356
2021-10-31,15:32:24,100255,NA,NA,NA,lifecycle,1.0.1,US,1360
2021-10-31,15:32:26,41909,NA,NA,NA,selectr,0.4-2,US,1377
2021-10-31,15:32:22,897480,NA,NA,NA,knitr,1.36,CN,1257
2021-10-31,15:32:24,100255,NA,NA,NA,lifecycle,1.0.1,US,1355
2021-10-31,15:32:25,94823,NA,NA,NA,withr,2.4.2,US,1357
2021-10-31,15:32:28,160491,NA,NA,NA,httr,1.4.2,US,1357
2021-10-31,15:32:26,582385,NA,NA,NA,dbplyr,2.1.1,US,1355
2021-10-31,15:32:24,313948,NA,NA,NA,gargle,1.2.0,US,1358
2021-10-31,15:32:25,3212909,NA,NA,NA,rmarkdown,2.11,US,1372
2021-10-31,15:32:24,313957,NA,NA,NA,gargle,1.2.0,US,1375
2021-10-31,15:32:26,582385,NA,NA,NA,dbplyr,2.1.1,US,1360
2021-10-31,15:32:26,112434,NA,NA,NA,dtplyr,1.1.0,US,1377
2021-10-31,15:32:27,3063852,NA,NA,NA,ggplot2,3.3.5,US,1361
2021-10-31,15:32:23,30734,NA,NA,NA,tinytex,0.34,US,1356
2021-10-31,15:32:25,75058,NA,NA,NA,callr,3.7.0,US,1375
2021-10-31,15:32:26,40243,NA,NA,NA,crayon,1.4.2,US,1361
2021-10-31,15:32:27,1594199,NA,NA,NA,googledrive,2.0.0,US,1356
2021-10-31,15:32:28,519601,NA,NA,NA,readr,2.0.2,US,1356
2021-10-31,15:32:29,709622,NA,NA,NA,tidyr,1.1.4,US,1362
2021-10-31,15:32:13,103561,4.1.1,x86_64,mingw32,leaps,3.1,GB,1392
2021-10-31,15:32:27,160491,NA,NA,NA,httr,1.4.2,US,1355
2021-10-31,15:32:27,43656,NA,NA,NA,hms,1.1.1,US,1355
2021-10-31,15:32:23,355105,4.1.1,x86_64,darwin17.0,forcats,0.5.1,TR,1200
2021-10-31,15:32:15,1119791,4.1.1,x86_64,mingw32,ggrepel,0.9.1,KR,1216
2021-10-31,15:32:24,99589,NA,NA,NA,glue,1.4.2,US,1355
2021-10-31,15:32:25,94823,NA,NA,NA,withr,2.4.2,US,1358
2021-10-31,15:32:09,165175,NA,NA,NA,gower,0.2.2,NA,8
2021-10-31,15:32:26,41909,NA,NA,NA,selectr,0.4-2,US,1360
2021-10-31,15:32:23,119459,NA,NA,NA,xfun,0.27,US,1363
2021-10-31,15:32:24,520747,NA,NA,NA,jquerylib,0.1.4,US,1360
2021-10-31,15:32:25,3212909,NA,NA,NA,rmarkdown,2.11,US,1353
2021-10-31,15:32:26,852643,NA,NA,NA,dplyr,1.0.7,US,1376
2021-10-31,15:32:24,72478,NA,NA,NA,uuid,1.0-2,US,1386
2021-10-31,15:32:24,92628,NA,NA,NA,tidyselect,1.1.1,US,1361
2021-10-31,15:32:25,318103,NA,NA,NA,cpp11,0.4.0,US,1363
2021-10-31,15:32:23,3063852,NA,NA,NA,ggplot2,3.3.5,US,478
2021-10-31,15:32:25,318103,NA,NA,NA,cpp11,0.4.0,US,1377
2021-10-31,15:32:26,41909,NA,NA,NA,selectr,0.4-2,US,1353
2021-10-31,15:32:05,476240,NA,NA,NA,lubridate,1.8.0,US,1258
2021-10-31,15:32:14,155725,4.0.3,x86_64,mingw32,pkgload,1.2.3,BR,1217
2021-10-31,15:32:15,170669,4.0.3,x86_64,mingw32,rcmdcheck,1.4.0,BR,1217
2021-10-31,15:32:15,399133,4.0.3,x86_64,mingw32,remotes,2.4.1,BR,1217
2021-10-31,15:32:15,1347283,4.0.3,x86_64,mingw32,roxygen2,7.1.2,BR,1217
2021-10-31,15:32:16,67765,4.0.3,x86_64,mingw32,rversions,2.1.1,BR,1217
2021-10-31,15:32:16,2538316,4.0.3,x86_64,mingw32,testthat,3.1.0,BR,1217
